,id_recipe,Quantity,Unit of Measure,Ingredient
0,7966165,1,,banana
1,7966165,1/2,cup,whole milk
2,7966165,1/2,cup,water
3,7966165,1,,maple syrup
4,7966165,1,teaspoon,vanilla
5,7966165,,,4 to 5 ice cubes (optional)
6,6779467,½,cup,"ice cubes, or as needed (Optional)"
7,6779467,½,,"zucchini, shredded"
8,6779467,½,,frozen banana
9,6779467,½,cup,orange juice
10,6570434,2,medium,"beets, scrubbed"
11,6570434,1,,green apple
12,6570434,1,,"avocado, peeled and pitted"
13,6570434,¾,cup,fresh pineapple chunks
14,6570434,1,,"banana, peeled"
15,6570434,,,ice cubes
16,7370055,8,ounces,orange juice
17,7370055,1,medium,"banana, peeled and quartered"
18,6579180,6,,"frozen strawberries, or more to taste"
19,6579180,¾,cup,milk
20,6579180,1 ½,tablespoons,peanut butter
21,6579180,1,tablespoon,"blue agave nectar, or more to taste"
22,6579180,1,tablespoon,flax seeds
23,6648549,2,,"bananas, broken into chunks"
24,6648549,2,cups,milk
25,6648549,½,cup,peanut butter
26,6648549,2,tablespoons,"honey, or to taste"
27,6648549,2,cups,ice cubes
28,6738118,1,cup,blueberries (frozen or fresh)
29,6738118,1,(8 ounce) container,plain yogurt
30,6738118,¾,cup,2% reduced-fat milk
31,6738118,2,tablespoons,white sugar
32,6738118,½,teaspoon,vanilla extract
33,6738118,⅛,teaspoon,ground nutmeg
34,6577161,6,,ice cubes
35,6577161,1,cup,milk
36,6577161,1,,banana
37,6577161,1,scoop,chocolate-flavored protein powder
38,6577161,2,tablespoons,peanut butter
39,6577161,1,tablespoon,honey
40,6577161,1,teaspoon,"unsweetened cocoa powder, or more to taste"
41,6650922,1,cup,strawberries
42,6650922,1,,banana
43,6650922,½,cup,yogurt
44,6650922,¼,cup,pineapple juice
45,6650922,1 ½,teaspoons,white sugar
46,6650922,1,teaspoon,orange juice
47,6650922,1,teaspoon,milk
48,6651175,1,cup,soy milk
49,6651175,½,cup,rolled oats
50,6651175,14,,frozen strawberries
51,6651175,1,,"banana, broken into chunks"
52,6651175,1 ½,teaspoons,white sugar (Optional)
53,6651175,½,teaspoon,vanilla extract (Optional)
54,6741703,1,cup,plain soy milk
55,6741703,¾,cup,packed fresh spinach leaves
56,6741703,1,large,"banana, sliced"
57,6665040,1,quart,"strawberries, hulled"
58,6665040,2,,"fresh peaches - peeled, pitted, and sliced"
59,6665040,1,,"banana, broken into chunks"
60,6665040,2,cups,ice
61,6665040,1,cup,orange-peach-mango juice
62,6740906,8,,"strawberries, hulled"
63,6740906,½,cup,skim milk
64,6740906,½,cup,plain yogurt
65,6740906,3,tablespoons,white sugar
66,6740906,2,teaspoons,vanilla extract
67,6740906,6,cubes,"ice, crushed"
68,6663156,4,,ice cubes
69,6663156,¼,,"fresh pineapple - peeled, cored and cubed"
70,6663156,1,large,"banana, cut into chunks"
71,6663156,1,cup,pineapple or apple juice
72,7568869,1,small,"banana, peeled and frozen"
73,7568869,1,large,"uji apple, cored and sliced"
74,7568869,3/4,cup,whole milk plain Greek yogurt
75,7568869,1/4,cup,unsweetened apple juice
76,7568869,3,tablespoons,rolled oats
77,7568869,1,tablespoon,almond butter
78,7568869,2,teaspoons,"maple syrup, or to taste"
79,7568869,1,pinch,ground cinnamon
80,7568869,1,pinch,ground nutmeg
81,7568869,1,pinch,ground cloves
82,7568897,3/4,cup,vanilla almond milk
