,id_recipe,Quantity,Unit of Measure,Ingredient
0,6649732,1,tablespoon,"extra-light olive oil, or as needed"
1,6649732,2,slices,Italian bread
2,6649732,2,tablespoons,mayonnaise
3,6649732,3,slices,"deli ham, or more to taste"
4,6649732,2,slices,Cheddar cheese
5,6649732,1,slice,firm-ripe tomato
6,6649732,1,thin slice,onion
7,6649732,,,cooking spray
8,6651129,¼,cup,mayonnaise
9,6651129,¼,cup,mustard
10,6651129,1,pinch,cayenne pepper
11,6651129,1,(8 ounce) loaf,Cuban bread
12,6651129,8,slices,Swiss cheese
13,6651129,6,thin slices,smoked fully-cooked ham
14,6651129,1 ½,cups,"cooked pulled pork, heated"
15,6651129,1,large,"dill pickle, sliced thinly lengthwise"
16,6651129,2,tablespoons,"butter, or as needed"
17,6664082,1,teaspoon,"mayonnaise, or to taste"
18,6664082,2,(1-inch-thick) slices,Italian bread
19,6664082,3,slices,deli ham
20,6664082,2,slices,provolone cheese
21,6664082,1,slice,roasted red bell pepper
22,6574113,½,,ripe avocado
23,6574113,¼,cup,mayonnaise
24,6574113,2,,ciabatta rolls
25,6574113,1,tablespoon,"olive oil, divided"
26,6574113,2,slices,provolone cheese
27,6574113,1,cup,"whole fresh spinach leaves, divided"
28,6574113,¼,pound,thinly sliced mesquite smoked turkey breast
29,6574113,2,,"roasted red peppers, sliced into strips"
30,6593551,1,(5 ounce) can,solid white albacore tuna in water (such as Bumble Bee®)
31,6593551,1,tablespoon,mayonnaise
32,6593551,1,tablespoon,balsamic vinegar
33,6593551,1,tablespoon,chopped onion
34,6593551,1,,"dill pickle, chopped"
35,6593551,4,slices,sourdough bread
36,6593551,2,slices,American cheese
37,6582091,½,cup,CARAPELLI® Extra Virgin Olive Oil
38,6582091,8,slices,rustic Italian or sourdough bread
39,6582091,¼,cup,prepared basil pesto
40,6582091,16,thin slices,Provolone cheese
41,6582091,12,thin slices,prosciutto
42,6582091,4,,"whole, well-drained bottled roasted red peppers, cut into strips"
43,6591356,8,slices,bacon
44,6591356,1,tablespoon,butter
45,6591356,½,medium,"red onion, thinly sliced"
46,6591356,2,cloves,"garlic, minced"
47,6591356,3,cups,fresh spinach leaves
48,6591356,½,cup,reduced-fat mayonnaise
49,6591356,2,,"chipotle peppers in adobo sauce, minced"
50,6591356,1,teaspoon,adobo sauce from chipotle peppers
51,6591356,8,(4 inch) pieces,focaccia bread
52,6591356,4,slices,provolone cheese
53,6591356,½,pound,sliced deli turkey meat
54,6567064,4,,"Sister Schubert's Dinner Yeast Rolls, split"
55,6603710,,,Non-stick cooking spray
56,6603710,1,(3 pound),"Butterball® Boneless Breast of Turkey Roast, thawed"
57,6603710,2,cloves,"garlic, peeled, sliced"
58,6603710,1,tablespoon,canola oil
59,6603710,1,tablespoon,ground cumin
60,6603710,2,teaspoons,salt
61,6603710,1,teaspoon,coarsely ground black pepper
62,6603710,2,loaves,"Cuban, French or Italian bread (15 inches long)"
63,6603710,¼,cup,honey mustard
64,6603710,½,pound,smoked ham
65,6603710,½,pound,sliced Swiss cheese
66,6603710,12,,sandwich-style dill pickle slices
67,6575567,4,slices,bacon
68,6575567,1,tablespoon,mayonnaise
69,6575567,4,slices,ciabatta bread
70,6575567,8,ounces,deli-sliced roasted chicken
71,6575567,2,slices,Swiss cheese
72,6575567,2,leaves,lettuce
73,6575567,4,slices,"tomato, or to taste"
74,6575567,,,cooking spray
75,6574967,2,slices,prosciutto
76,6574967,2,slices,fontina cheese
77,6574967,4,slices,thinly sliced sandwich bread
78,6574967,¼,cup,chopped giardiniera (pickled Italian vegetables)
79,6574967,2,,hot pickled peppers (Optional)
80,6577492,16,slices,deli ham
81,6577492,16,slices,dill Havarti cheese
82,6577492,16,,"frozen soft pretzels (such as SuperPretzel®), thawed"
83,6580362,1,,"French deli roll, split"
84,6580362,1,teaspoon,balsamic vinegar
85,6580362,2,slices,mozzarella cheese
86,6580362,1,small,"tomato, sliced"
87,6580362,4,,fresh basil leaves
88,6580362,,,olive oil
89,6588513,10,slices,sourdough bread
90,6588513,10,teaspoons,butter
91,6588513,1,(22 ounce) package,grilled chicken strips
92,6588513,1,(2.5 ounce) package,precooked bacon
93,6588513,1,(8 ounce),"ball fresh mozzarella cheese, thinly sliced"
94,6588513,1,medium,"avocado, peeled and thinly sliced"
95,6588513,1,medium,"Roma tomato, sliced"
96,6588513,5,teaspoons,fresh basil pesto
97,6579397,1,(10 inch),multigrain flour tortillas
98,6579397,1,tablespoon,hummus
99,6579397,1,(4 ounce),"grilled chicken breast, sliced"
100,6579397,2,medium,"roasted red peppers, drained"
