,id_recipe,Quantity,Unit of Measure,Ingredient
0,7566683,2 1/2,pounds,zucchini
1,7566683,2,tablespoons,"kosher salt, plus more to taste"
2,7566683,4,tablespoons,"olive oil, divided"
3,7566683,3,cloves,crushed garlic
4,7566683,3,tablespoons,tahini
5,7566683,1/2,,"lemon, juiced, plus more to taste"
6,7566683,6,leaf,"basil leaves, sliced"
7,7566683,1/4,teaspoon,ground black pepper
8,7566683,1/4,teaspoon,cumin
9,7566683,1,pinch,cayenne
10,7484712,1,tablespoon,"olive oil, plus more for garnish"
11,7484712,2,,"cloves garlic, minced"
12,7484712,1,teaspoon,cumin
13,7484712,1,(15-oz can),can)
14,7484712,3/4,cup,canned pumpkin
15,7484712,1/4,cup,water
16,7484712,1/4,cup,lemon juice
17,7484712,1/2,teaspoon,salt
18,7484712,1/8,teaspoon,cayenne pepper
19,7484712,1/8,teaspoon,ground cinnamon
20,7484712,1,teaspoon freshly ground,pepper
21,7484712,1,,"green onions, sliced for garnish"
22,6834499,1,(15 ounce) can,cannellini beans
23,6834499,½,cup,chopped dried cranberries
24,6834499,2,tablespoons,olive oil
25,6834499,1,tablespoon,freshly squeezed lemon juice
26,6834499,1,tablespoon,chopped fresh thyme
27,6834499,¼,teaspoon,ground cinnamon
28,6834499,1,clove,"garlic, crushed"
29,6834499,3,tablespoons,chopped pecans
30,6834499,,,salt to taste
31,6740870,1,(15 ounce) can,"garbanzo beans, drained, liquid reserved"
32,6740870,1,tablespoon,lemon juice
33,6740870,1,tablespoon,olive oil
34,6740870,1,clove,"garlic, crushed"
35,6740870,½,teaspoon,ground cumin
36,6740870,½,teaspoon,salt
37,6740870,2,drops,"sesame oil, or to taste (Optional)"
38,6737289,2,cloves,garlic
39,6737289,1,(19 ounce) can,"garbanzo beans, half the liquid reserved"
40,6737289,4,tablespoons,lemon juice
41,6737289,2,tablespoons,tahini
42,6737289,1,teaspoon,salt
43,6737289,2,tablespoons,olive oil
44,6737289,,,black pepper to taste
45,6593743,¼,cup,tahini
46,6593743,2,tablespoons,olive oil
47,6593743,1,tablespoon,lemon juice
48,6593743,1,tablespoon,minced garlic
49,6593743,1,teaspoon,cayenne pepper
50,6593743,½,teaspoon,ground cumin
51,6593743,½,teaspoon,salt
52,6593743,¼,teaspoon,sesame oil
53,6593743,5,dashes,hot pepper sauce (such as Cholula®)
54,6593743,1,(15 ounce) can,"garbanzo beans, drained and rinsed"
55,6593743,2,tablespoons,cold water
56,6604704,1,(15 ounce) can,black beans
57,6604704,1,clove,garlic
58,6604704,2,tablespoons,"lemon juice, or more to taste"
59,6604704,1 1/2,tablespoons,tahini
60,6604704,1/2,1/2 teaspoon,"ground cumin, or more to taste"
61,6604704,1/2,teaspoon,"salt, or more to taste"
62,6604704,1/8,teaspoon,"cayenne pepper, or more to taste"
63,6604704,1/4,teaspoon,"paprika, or as needed"
64,6604704,10,,Greek olives
65,6569924,1,(15 ounce) can,"chickpeas, drained"
66,6569924,⅓,cup,tahini
67,6569924,⅓,cup,lemon juice
68,6569924,2,cloves,"garlic, minced"
69,6569924,½,cup,roasted red peppers
70,6569924,¼,teaspoon,dried basil
71,6569924,,,salt and pepper to taste (Optional)
72,6604473,1,(15 ounce) can,"garbanzo beans (chickpeas), drained"
73,6604473,3,tablespoons,tahini
74,6604473,2,tablespoons,olive oil
75,6604473,1,tablespoon,fresh lemon juice
76,6604473,¼,cup,water
77,6604473,3,cloves,"garlic, crushed"
78,6604473,½,teaspoon,ground cumin (Optional)
79,6604473,1,pinch,paprika
80,6604473,1,sprig,"fresh parsley, chopped"
81,6604833,1,(15.5 ounce) can,"low-sodium chickpeas (such as Goya®), drained and liquid reserved"
82,6604833,¼,cup,tahini
83,6604833,1,tablespoon,"toasted sesame oil, or to taste"
84,6604833,1,pinch,"red pepper flakes, or to taste"
85,6604833,1,pinch,"garlic powder, or to taste"
86,6594620,2,tablespoons,lemon juice
87,6594620,2,tablespoons,tahini
88,6594620,3,cloves,garlic
89,6594620,¾,teaspoon,salt
90,6594620,2,(15 ounce) cans,"garbanzo beans, drained"
91,6594620,2,teaspoons,extra-virgin olive oil
92,6594620,1,(15 ounce) can,pumpkin puree
93,6594620,1,teaspoon,ground cumin
94,6594620,½,teaspoon,cayenne pepper
95,6594620,¼,cup,"toasted pumpkin seed kernels, or more to taste"
96,6594620,1,pinch,paprika
97,6575274,1,cup,garbanzo beans
98,6575274,⅓,cup,"canned jalapeno pepper slices, juice reserved"
99,6575274,3,tablespoons,tahini
100,6575274,3,cloves,"garlic, minced"
101,6575274,2,tablespoons,lemon juice
102,6575274,½,teaspoon,ground cumin
103,6575274,½,teaspoon,curry powder
104,6575274,,,crushed red pepper to taste
105,6738309,1,(15 ounce) can,"garbanzo beans, drained, liquid reserved"
106,6738309,1,clove,"garlic, crushed"
107,6738309,2,teaspoons,ground cumin
108,6738309,½,teaspoon,salt
109,6738309,1,tablespoon,olive oil
110,6572962,3,cups,"dry garbanzo beans, soaked overnight"
111,6572962,1,pinch,baking soda (Optional)
112,6572962,½,cup,extra-virgin olive oil
113,6572962,¾,cup,tahini paste
114,6572962,¼,cup,"fresh lemon juice, or more to taste"
115,6572962,1,large clove,"garlic, minced, or more to taste"
116,6572962,1,teaspoon,ground cumin
117,6572962,,,salt to taste
118,6572962,1,tablespoon,"extra virgin olive oil, for drizzling"
119,6737835,2,cups,"canned garbanzo beans, drained"
120,6737835,⅓,cup,tahini
121,6737835,¼,cup,lemon juice
122,6737835,1,teaspoon,salt
123,6737835,2,cloves,"garlic, halved"
