,id_recipe,Quantity,Unit of Measure,Ingredient
0,6650668,4,large,egg whites
1,6650668,1 ¼,cups,white sugar
2,6650668,2,teaspoons,cornstarch
3,6650668,1,teaspoon,vanilla extract
4,6650668,1,teaspoon,lemon juice
5,6650668,1,pint,heavy cream
6,6650668,6,,"kiwi, peeled and sliced"
7,6588407,1,cup,"white sugar, divided"
8,6588407,1,tablespoon,cornstarch
9,6588407,3,large,egg whites
10,6588407,1,teaspoon,lemon juice
11,6588407,1 ¼,cups,heavy whipping cream
12,6588407,½,cup,confectioners' sugar
13,6588407,1,pint,fresh strawberries
14,6663640,2,,egg whites
15,6663640,¼,teaspoon,cream of tartar
16,6663640,¼,teaspoon,salt
17,6663640,½,teaspoon,vanilla extract
18,6663640,½,cup,white sugar
19,6580650,4,large,"egg whites, at room temperature"
20,6580650,¼,teaspoon,cream of tartar
21,6580650,1,pinch,salt
22,6580650,1,cup,sugar
23,6580650,1,tablespoon,cornstarch
24,6580650,1,tablespoon,white vinegar
25,6580650,1,teaspoon,vanilla extract
26,6580650,2,cups,whipping cream
27,6580650,2,tablespoons,orange liqueur
28,6580650,4,cups,"strawberries, hulled and halved or sliced, if large"
29,6737379,¾,cup,sugar
30,6737379,2,teaspoons,cornstarch
31,6737379,3,,"egg whites, at room temperature"
32,6737379,1,teaspoon,vanilla extract
33,6737379,¾,teaspoon,white vinegar
34,6737379,2,cups,heavy cream
35,6737379,3,tablespoons,confectioners' sugar
36,6737379,1,teaspoon,vanilla extract
37,6737379,1,pint,"whole strawberries, stems removed"
38,6648256,½,cup,unsalted butter
39,6648256,4,large,eggs
40,6648256,2,tablespoons,lemon zest
41,6648256,1,pinch,salt
42,6648256,½,cup,white sugar
43,6648256,¼,cup,lemon juice
44,6594823,3,,egg whites
45,6594823,1 ¼,cups,white sugar
46,6594823,2,tablespoons,water
47,6594823,3,teaspoons,cornstarch
48,6594823,½,teaspoon,vanilla extract
49,6594823,1,teaspoon,distilled white vinegar
50,6594823,⅛,teaspoon,salt
51,6739115,1,cup,castor sugar or superfine sugar
52,6739115,2,teaspoons,cornstarch
53,6739115,1,pinch,cream of tartar
54,6739115,4,,egg whites
55,6739115,1,pinch,salt
56,6739115,1,dash,vanilla extract
57,6739115,1,teaspoon,white wine vinegar
58,6739115,2,small,"bananas, sliced"
59,6739115,1,cup,caramel ice cream topping
60,6739115,1,tablespoon,"grated semisweet chocolate, for garnish"
61,6739115,2,cups,sweetened whipped cream
62,6578522,½,cup,egg whites
63,6578522,2,teaspoons,vinegar
64,6578522,1,tablespoon,vanilla extract
65,6578522,2,cups,white sugar
66,6578522,½,gallon,vanilla ice cream
