,id_recipe,Quantity,Unit of Measure,Ingredient
0,7182068,12,slices,Italian bread
1,7182068,2/3,cup,raw cashews
2,7182068,2,cups,water
3,7182068,2,medium,English cucumbers
4,7182068,1 1/2,cups,green grapes
5,7182068,2,,cloves garlic
6,7182068,2,tablespoons,sherry vinegar
7,7182068,2 1/2,teaspoons,kosher salt
8,7182068,1/3,cup,"extra virgin olive oil, plus more for drizzling"
9,7182068,,,"Chives, thinly sliced green grapes, and/or thinly sliced cucumbers"
10,6739703,4,large,"fresh tomatoes, peeled and diced"
11,6739703,½,,"English cucumber, peeled and finely diced"
12,6739703,½,cup,finely diced red bell pepper
13,6739703,¼,cup,minced green onion
14,6739703,1,large,"jalapeño pepper, seeded and minced"
15,6739703,2,cloves,"garlic, minced"
16,6739703,1,teaspoon,salt
17,6739703,½,teaspoon,ground cumin
18,6739703,1,pinch,dried oregano
19,6739703,1,pinch,"cayenne pepper, or to taste"
20,6739703,,,freshly ground black pepper to taste
21,6739703,1,pint,cherry tomatoes
22,6739703,¼,cup,extra-virgin olive oil
23,6739703,1,,"lime, juiced"
24,6739703,1,tablespoon,balsamic vinegar
25,6739703,1,teaspoon,Worcestershire sauce
26,6739703,,,salt and ground black pepper to taste
27,6739703,2,tablespoons,thinly sliced fresh basil
28,6741798,4,cups,tomato juice
29,6741798,2,cups,chopped tomatoes
30,6741798,1,,"onion, minced"
31,6741798,1,,"green bell pepper, minced"
32,6741798,1,,"cucumber, chopped"
33,6741798,2,,"green onions, chopped"
34,6741798,¼,cup,chopped fresh parsley
35,6741798,3,tablespoons,fresh lemon juice
36,6741798,2,tablespoons,red wine vinegar
37,6741798,1,clove,"garlic, minced"
38,6741798,1,teaspoon,dried tarragon
39,6741798,1,teaspoon,dried basil
40,6741798,1,teaspoon,white sugar
41,6741798,,,salt and pepper to taste
42,6590194,2,(14.5 ounce) cans,diced tomatoes (I use Hunt's Petite Diced)
43,6590194,½,cup,water
44,6590194,2,tablespoons,extra-virgin olive oil
45,6590194,1,medium,"seedless cucumber, cut into 1/4-inch dice"
46,6590194,1,small,"yellow bell pepper, seeded and cut into 1/4-inch dice"
