,id_recipe,Quantity,Unit of Measure,Ingredient
0,7496443,1/2,cup,mayonnaise
1,7496443,2,,"chipotle peppers in adobo sauce, minced"
2,7496443,1/3,cup,lime juice
3,7496443,1,tablespoon,honey
4,7496443,1,tablespoon,avocado oil
5,7496443,1,teaspoon,ground cumin
6,7496443,1/4,teaspoon,"salt, or to taste"
7,7496443,1 (8,ounce) package shredded,cabbage
8,6664398,3,pounds,"skinless, boneless chicken thighs"
9,6664398,4,cups,chicken stock
10,6664398,1,cup,water
11,6664398,1,large,"yellow onion, halved"
12,6664398,3,,peeled whole garlic cloves
13,6664398,2,teaspoons,"kosher salt, plus more to taste"
14,6664398,½,teaspoon,dried oregano
15,6664398,2,tablespoons,olive oil
16,6664398,1,large,"onion, diced"
17,6664398,1,(7 ounce) can,chipotle peppers in adobo sauce
18,6664398,1,(28 ounce) can,peeled plum tomatoes (preferably San Marzano)
19,6664398,3,tablespoons,"chopped fresh cilantro, or more to taste"
20,6664398,2,tablespoons,"crumbled cotija cheese, or to taste"
21,6569561,½,teaspoon,garlic salt
22,6569561,½,teaspoon,onion powder
23,6569561,½,teaspoon,garlic powder
24,6569561,½,teaspoon,"ground cumin, or to taste"
25,6569561,¼,teaspoon,ground black pepper
26,6569561,½,pound,ground beef
27,6569561,½,cup,"chopped sweet onion, or more to taste"
28,6569561,1,clove,"garlic, minced"
29,6589010,3,(5 ounce) cans,"solid white tuna packed in water, drained"
30,6589010,½,(10 ounce) can,"sweet corn, drained"
31,6589010,½,,"onion, finely chopped"
32,6589010,1,bunch,"cilantro, finely chopped"
33,6589010,2,tablespoons,salsa
34,6589010,1,,"lime, juiced"
35,6589010,,,hot sauce to taste
36,6589010,,,salt and pepper to taste
37,6589010,,,"sour cream, for topping"
38,6589010,8,,tostada shells
39,6594456,2,teaspoons,"chipotle chili powder, or to taste"
40,6594456,1,teaspoon,smoked paprika
41,6594456,1,teaspoon,dried Mexican oregano
42,6594456,1,teaspoon,garlic powder
43,6594456,1,teaspoon,onion powder
44,6594456,½,teaspoon,ground coriander
45,6594456,½,teaspoon,ground cumin
46,6594456,½,teaspoon,"salt, or to taste"
47,6594456,½,teaspoon,"ground black pepper, or to taste"
48,6582966,1,tablespoon,olive oil
49,6582966,1,large,"onion, sliced into petals"
50,6582966,3,pounds,"skinless, boneless chicken breast halves"
51,6582966,1,teaspoon,dried Mexican oregano
52,6582966,6,,"canned chipotle chile peppers in adobo sauce, finely chopped"
53,6582966,1,(28 ounce) can,crushed tomatoes
54,6582966,1,teaspoon,salt
55,6582966,6,,tostada shells
56,6562980,8,ounces,soy protein (TVP)
57,6562980,5,,"limes, juiced"
58,6562980,1,pound,"plum tomatoes, seeded and chopped"
59,6562980,2,small,"cucumbers - peeled, seeded, and cubed"
60,6562980,½,,"white onion, diced"
61,6562980,10,sprigs,"cilantro leaves, finely chopped"
62,6562980,1,,"jalapeno pepper seeded, deveined, and minced"
63,6562980,1,teaspoon,dried oregano
64,6562980,,,salt to taste
65,6562980,16,,crisp-fried tostadas
66,6562980,2,,"avocados - peeled, pitted, and cubed"
67,6591624,1,,"red onion, halved and thinly sliced"
68,6591624,¼,cup,Mexican crema
69,6591624,2,,limes
70,6591624,¼,teaspoon,salt
71,6591624,2,tablespoons,"vegetable oil, divided"
72,6591624,1,,"chayote - peeled, halved, seeded, and diced into 1/2-inch pieces"
