category,id_recipe,url_recipe
make-ahead,6834499,https://www.allrecipes.com/recipe/8512619/cranberry-hummus/
make-ahead,6664094,https://www.allrecipes.com/recipe/240502/easy-french-toast-casserole/
make-ahead,6738188,https://www.allrecipes.com/recipe/244251/no-cook-overnight-oatmeal/
make-ahead,6664362,https://www.allrecipes.com/recipe/221259/best-oven-baked-french-toast/
make-ahead,6650593,https://www.allrecipes.com/recipe/261844/freeze-and-reheat-breakfast-burritos/
make-ahead,6596749,https://www.allrecipes.com/recipe/84065/jimmy-dean-breakfast-casserole/
make-ahead,6650157,https://www.allrecipes.com/recipe/221988/eggs-benedict-casserole/
make-ahead,6739485,https://www.allrecipes.com/recipe/15047/christmas-brunch-casserole/
make-ahead,6569122,https://www.allrecipes.com/recipe/278443/easy-breakfast-egg-muffins/
make-ahead,6584235,https://www.allrecipes.com/recipe/269573/overnight-chia-oats/
make-ahead,6738104,https://www.allrecipes.com/recipe/242406/chef-johns-cheese-blintzes/
make-ahead,6594419,https://www.allrecipes.com/recipe/278703/sous-vide-egg-bites/
make-ahead,6737742,https://www.allrecipes.com/recipe/22454/farmers-casserole/
make-ahead,6737303,https://www.allrecipes.com/recipe/20934/baked-french-toast/
make-ahead,6664554,https://www.allrecipes.com/recipe/254896/homemade-lox/
make-ahead,6739357,https://www.allrecipes.com/recipe/218929/slow-cooker-oats/
make-ahead,6591413,https://www.allrecipes.com/recipe/230444/christmas-morning-wife-saver-breakfast-casserole/
make-ahead,6649508,https://www.allrecipes.com/recipe/236549/overnight-refrigerator-oatmeal/
make-ahead,6656571,https://www.allrecipes.com/gallery/freezer-meals-for-new-moms/
make-ahead,6736438,https://www.allrecipes.com/recipe/229517/christmas-morning-egg-casserole/
make-ahead,6593801,https://www.allrecipes.com/recipe/229312/breakfast-strata/
make-ahead,6663576,https://www.allrecipes.com/recipe/275838/overnight-french-toast-casserole/
make-ahead,6663324,https://www.allrecipes.com/recipe/214583/southwest-breakfast-burritos/
make-ahead,6663283,https://www.allrecipes.com/recipe/217954/overnight-eggnog-french-toast/
make-ahead,6650031,https://www.allrecipes.com/recipe/88691/slow-cooker-oatmeal/
make-ahead,6598427,https://www.allrecipes.com/recipe/21315/make-ahead-french-toast/
make-ahead,6573886,https://www.allrecipes.com/recipe/277804/egg-white-breakfast-casserole/
make-ahead,6601430,https://www.allrecipes.com/recipe/228025/bircher-muesli-swiss-oatmeal/
make-ahead,6591475,https://www.allrecipes.com/recipe/20701/breakfast-casserole-ii/
make-ahead,6566168,https://www.allrecipes.com/recipe/262035/slow-cooked-honey-glazed-ham/
make-ahead,6664399,https://www.allrecipes.com/recipe/230244/praline-pecan-french-toast/
make-ahead,6738636,https://www.allrecipes.com/recipe/50523/clarks-quiche/
make-ahead,6664344,https://www.allrecipes.com/recipe/23905/make-ahead-breakfast-casserole/
make-ahead,6657061,https://www.allrecipes.com/gallery/healthy-make-ahead-appetizers/
make-ahead,6571884,https://www.allrecipes.com/recipe/21056/ham-and-cheese-breakfast-casserole/
make-ahead,6737526,https://www.allrecipes.com/recipe/76278/orange-pecan-french-toast/
make-ahead,6656161,https://www.allrecipes.com/gallery/family-friendly-freezer-meals/
make-ahead,6651138,https://www.allrecipes.com/recipe/279607/overnight-bacon-brunch-casserole/
make-ahead,6572752,https://www.allrecipes.com/recipe/21466/oven-baked-caramel-french-toast/
make-ahead,6664116,https://www.allrecipes.com/recipe/275458/freezer-friendly-frittata/
make-ahead,6584018,https://www.allrecipes.com/recipe/242196/overnight-blueberry-french-toast-casserole/
make-ahead,6576655,https://www.allrecipes.com/recipe/244939/chocolate-coconut-overnight-oats/
make-ahead,6564287,https://www.allrecipes.com/recipe/280284/overnight-french-toast/
make-ahead,6663974,https://www.allrecipes.com/recipe/256953/healthy-ham-and-egg-muffins/
make-ahead,6580938,https://www.allrecipes.com/recipe/24130/overnight-french-toast-ii/
make-ahead,6605846,https://www.allrecipes.com/recipe/273442/overnight-steel-cut-oats-with-yogurt-and-blueberries/
make-ahead,6663010,https://www.allrecipes.com/gallery/make-ahead-dinner-casseroles-make-the-holidays-easier/
make-ahead,6580444,https://www.allrecipes.com/recipe/24140/cheesy-ham-and-asparagus-bake/
make-ahead,6737853,https://www.allrecipes.com/recipe/246455/overnight-oats-blueberry-smoothie-bowl/
make-ahead,6595588,https://www.allrecipes.com/recipe/246520/raw-chia-porridge/
make-ahead,6661808,https://www.allrecipes.com/article/make-ahead-freezer-meals-for-slow-cooker/
make-ahead,6602625,https://www.allrecipes.com/recipe/273444/slow-cooker-steel-cut-oats/
make-ahead,6587056,https://www.allrecipes.com/recipe/236039/breakfast-egg-muffins/
make-ahead,6597440,https://www.allrecipes.com/recipe/165849/sausage-cheese-grits/
make-ahead,6593913,https://www.allrecipes.com/recipe/269574/classic-overnight-oats/
make-ahead,6588459,https://www.allrecipes.com/recipe/213651/overnight-asparagus-mushroom-strata/
make-ahead,6598939,https://www.allrecipes.com/recipe/23912/tater-tot-casserole-i/
make-ahead,6569746,https://www.allrecipes.com/recipe/24475/egg-souffle/
make-ahead,6587482,https://www.allrecipes.com/recipe/236569/applesauce-baked-oatmeal/
make-ahead,6579897,https://www.allrecipes.com/recipe/7229/skiers-french-toast/
make-ahead,6654260,https://www.allrecipes.com/gallery/asian-freezer-meals/
make-ahead,6590451,https://www.allrecipes.com/recipe/256860/steel-cut-oats-and-quinoa-breakfast/
make-ahead,6589573,https://www.allrecipes.com/recipe/284825/ham-and-cheese-overnight-breakfast-casserole/
